algorithm,params,features,n_features,train_time,predict_time,mem_max,balanced_accuracy,f1_weighted,precision_weighted,recall_weighted,roc_auc_ovr_weighted,confusion_matrix
<class 'sklearn.ensemble._voting.VotingClassifier'>,"{'n_jobs': -1, 'voting': 'soft', 'estimators': [('e1', HistGradientBoostingClassifier(warm_start=True)), ('e2', XGBClassifier(alpha=0.5, base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=0.7,
              enable_categorical=False, eta=0.05, eval_metric='mlogloss',
              gamma=0.9, gpu_id=None, importance_type=None,
              interaction_constraints=None, lambda=0.01, learning_rate=None,
              max_delta_step=None, max_depth=17, min_child_weight=3,
              missing=nan, monotone_constraints=None, n_estimators=100,
              n_jobs=None, num_parallel_tree=None, predictor=None,
              random_state=None, reg_alpha=None, reg_lambda=None,
              scale_pos_weight=None, subsample=0.9, tree_method=None, ...)), ('e3', RandomForestClassifier(max_features='sqrt', n_estimators=500, n_jobs=-1))]}","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'free sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid')",8,6.266759500000262,0.0013964564792167103,2272.1640625,0.9178921568627451,0.9162094335717553,0.915820159253241,0.9180929095354523,0.989529931382601,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   0 113  22   1   0]
 [  0   3  25  95  13   0]
 [  0   0   0   3 133   0]
 [  0   0   0   0   0 137]]"
<class 'sklearn.ensemble._voting.VotingClassifier'>,"{'n_jobs': -1, 'voting': 'soft', 'estimators': [('e1', HistGradientBoostingClassifier()), ('e2', RandomForestClassifier(max_features='sqrt', n_estimators=500, n_jobs=-1)), ('e3', XGBClassifier(alpha=0.5, base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=0.7,
              enable_categorical=False, eta=0.05, eval_metric='mlogloss',
              gamma=0.9, gpu_id=None, importance_type=None,
              interaction_constraints=None, lambda=0.01, learning_rate=None,
              max_delta_step=None, max_depth=17, min_child_weight=3,
              missing=nan, monotone_constraints=None, n_estimators=100,
              n_jobs=None, num_parallel_tree=None, predictor=None,
              random_state=None, reg_alpha=None, reg_lambda=None,
              scale_pos_weight=None, subsample=0.9, tree_method=None, ...))]}","('sulphates', 'pH', 'density', 'total sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid')",7,5.871545500000138,0.0013733052567243055,2247.12890625,0.9166666666666666,0.9146192428799809,0.9147708241229023,0.9168704156479217,0.9891104833332138,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   0 115  20   1   0]
 [  0   3  28  92  13   0]
 [  0   0   0   3 133   0]
 [  0   0   0   0   0 137]]"
<class 'sklearn.ensemble._voting.VotingClassifier'>,"{'n_jobs': -1, 'voting': 'soft', 'estimators': [('e1', HistGradientBoostingClassifier(warm_start=True)), ('e2', RandomForestClassifier(max_features='sqrt', n_estimators=500, n_jobs=-1)), ('e3', XGBClassifier(alpha=0.5, base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=0.7,
              enable_categorical=False, eta=0.05, eval_metric='mlogloss',
              gamma=0.9, gpu_id=None, importance_type=None,
              interaction_constraints=None, lambda=0.01, learning_rate=None,
              max_delta_step=None, max_depth=17, min_child_weight=3,
              missing=nan, monotone_constraints=None, n_estimators=100,
              n_jobs=None, num_parallel_tree=None, predictor=None,
              random_state=None, reg_alpha=None, reg_lambda=None,
              scale_pos_weight=None, subsample=0.9, tree_method=None, ...))]}","('sulphates', 'pH', 'density', 'chlorides', 'residual sugar', 'volatile acidity', 'fixed acidity')",7,5.860817099999622,0.0013166536674808814,2204.97265625,0.9166666666666665,0.9154078999357225,0.9154859337617777,0.9168704156479217,0.9899870222056514,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   1 112  21   2   0]
 [  0   1  32  95   8   0]
 [  0   0   0   3 133   0]
 [  0   0   0   0   0 137]]"
<class 'sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier'>,{'warm_start': True},"('sulphates', 'pH', 'density', 'total sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",9,5.4463615999993635,0.00020385537897235935,1996.296875,0.9154411764705882,0.9130435151471937,0.9141601547900712,0.9156479217603912,0.9886444299450058,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   0 117  18   1   0]
 [  0   3  32  89  12   0]
 [  0   0   0   3 133   0]
 [  0   0   0   0   0 137]]"
<class 'sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier'>,{'warm_start': True},"('sulphates', 'pH', 'density', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",8,5.2388052999995125,0.0002028311735953328,2041.59375,0.9154411764705882,0.9140937730496327,0.9144936924916833,0.9156479217603912,0.9888631165348571,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   1 113  21   1   0]
 [  0   1  34  93   8   0]
 [  0   0   0   3 133   0]
 [  0   0   0   0   0 137]]"
<class 'sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier'>,{'warm_start': False},"('sulphates', 'pH', 'density', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",8,5.245662200000879,0.00020879119804421395,2041.75390625,0.9154411764705882,0.9140937730496327,0.9144936924916833,0.9156479217603912,0.9888631165348571,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   1 113  21   1   0]
 [  0   1  34  93   8   0]
 [  0   0   0   3 133   0]
 [  0   0   0   0   0 137]]"
<class 'sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier'>,{'warm_start': False},"('sulphates', 'pH', 'density', 'total sulfur dioxide', 'chlorides', 'residual sugar', 'citric acid', 'volatile acidity', 'fixed acidity')",9,5.427583200000299,0.000203460024449602,1996.2890625,0.9154411764705882,0.9130435151471937,0.9141601547900712,0.9156479217603912,0.9886444299450058,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   0 117  18   1   0]
 [  0   3  32  89  12   0]
 [  0   0   0   3 133   0]
 [  0   0   0   0   0 137]]"
<class 'sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier'>,{'warm_start': False},"('sulphates', 'pH', 'density', 'chlorides', 'residual sugar', 'citric acid', 'fixed acidity')",7,5.008224000001064,0.0002041044009788304,1997.79296875,0.9142156862745098,0.912823031083323,0.9122021776410989,0.9144254278728606,0.9874452387268857,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   1 109  24   2   0]
 [  0   2  24  97  13   0]
 [  0   0   0   4 132   0]
 [  0   0   0   0   0 137]]"
<class 'sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier'>,{'warm_start': True},"('sulphates', 'pH', 'density', 'chlorides', 'residual sugar', 'citric acid', 'fixed acidity')",7,4.9737665000011475,0.000205053422983006,1997.7578125,0.9142156862745098,0.912823031083323,0.9122021776410989,0.9144254278728606,0.9874452387268857,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   1 109  24   2   0]
 [  0   2  24  97  13   0]
 [  0   0   0   4 132   0]
 [  0   0   0   0   0 137]]"
<class 'sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier'>,{'warm_start': True},"('sulphates', 'pH', 'density', 'total sulfur dioxide', 'chlorides', 'residual sugar', 'volatile acidity', 'fixed acidity')",8,6.196853500001453,0.00019781051344653573,2265.40234375,0.9129901960784313,0.9114470004000902,0.9118554084582584,0.91320293398533,0.9881084685485664,"[[136   0   0   0   0   0]
 [  0 137   0   0   0   0]
 [  0   0 114  21   1   0]
 [  0   2  34  91   9   0]
 [  0   0   0   4 132   0]
 [  0   0   0   0   0 137]]"
