algorithm,params,features,n_features,train_time,predict_time,mem_max,balanced_accuracy,f1_weighted,precision_weighted,recall_weighted,roc_auc_ovr_weighted,confusion_matrix
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'minkowski'), ('n_neighbors', 11)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003500800000001192,0.0003218368750000034,1432.078125,0.2833792892156863,0.5632422058299078,0.5512445573294629,0.58125,0.7426922258447862,"[[ 0  0  2  0  0  0]
 [ 0  0  6  5  0  0]
 [ 0  1 98 36  1  0]
 [ 0  0 45 71 12  0]
 [ 0  0  6 17 17  0]
 [ 0  0  2  1  0  0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'minkowski'), ('n_neighbors', 3)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0033499999999975216,0.0003202596875000019,1432.03515625,0.2889246323529412,0.5818221830985916,0.5792529424585876,0.5875,0.742787216346193,"[[ 0  1  1  0  0  0]
 [ 1  0  4  6  0  0]
 [ 2  3 97 33  1  0]
 [ 0  5 39 73 11  0]
 [ 0  0  6 15 18  1]
 [ 0  0  1  1  1  0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'manhattan'), ('n_neighbors', 11)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0035647999999994795,0.0003654759375000038,1432.33984375,0.29397977941176473,0.581813352717513,0.5675347222222222,0.6,0.7386578383809128,"[[ 0  0  2  0  0  0]
 [ 0  0  6  5  0  0]
 [ 0  0 99 36  1  0]
 [ 0  0 41 75 12  0]
 [ 0  0  5 17 18  0]
 [ 0  0  0  2  1  0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'minkowski'), ('n_neighbors', 17)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.006287500000006219,0.00038261374999999377,1432.37890625,0.2890625,0.5886435316636499,0.5753983825926272,0.609375,0.7553266954256839,"[[  0   0   2   0   0   0]
 [  0   0   6   5   0   0]
 [  0   0 102  33   1   0]
 [  0   0  40  78  10   0]
 [  0   0   4  21  15   0]
 [  0   0   0   2   1   0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'euclidean'), ('n_neighbors', 11)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003267000000001019,0.00037978062500001466,1432.46484375,0.2833792892156863,0.5632422058299078,0.5512445573294629,0.58125,0.7426922258447862,"[[ 0  0  2  0  0  0]
 [ 0  0  6  5  0  0]
 [ 0  1 98 36  1  0]
 [ 0  0 45 71 12  0]
 [ 0  0  6 17 17  0]
 [ 0  0  2  1  0  0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'manhattan'), ('n_neighbors', 3)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.004715400000002035,0.0004167784374999872,1432.40625,0.2967677696078432,0.5939564365759489,0.5906541571139367,0.6,0.7460025993791402,"[[  0   1   1   0   0   0]
 [  1   0   5   4   1   0]
 [  1   4 100  29   1   1]
 [  0   4  39  73  12   0]
 [  0   0   6  14  19   1]
 [  0   0   0   2   1   0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'euclidean'), ('n_neighbors', 3)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.00856260000000475,0.00039710281250000535,1432.234375,0.2889246323529412,0.5818221830985916,0.5792529424585876,0.5875,0.742787216346193,"[[ 0  1  1  0  0  0]
 [ 1  0  4  6  0  0]
 [ 2  3 97 33  1  0]
 [ 0  5 39 73 11  0]
 [ 0  0  6 15 18  1]
 [ 0  0  1  1  1  0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'manhattan'), ('n_neighbors', 17)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003595300000000634,0.00044394562500000846,1432.4609375,0.30703125000000003,0.6062165994924614,0.5930131143366438,0.625,0.7521971645611741,"[[  0   0   2   0   0   0]
 [  0   0   6   5   0   0]
 [  0   0 102  32   2   0]
 [  0   0  41  79   8   0]
 [  0   0   3  18  19   0]
 [  0   0   0   2   1   0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'euclidean'), ('n_neighbors', 17)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003322099999998329,0.0003349418750000055,1432.6953125,0.2890625,0.5886435316636499,0.5753983825926272,0.609375,0.7553266954256839,"[[  0   0   2   0   0   0]
 [  0   0   6   5   0   0]
 [  0   0 102  33   1   0]
 [  0   0  40  78  10   0]
 [  0   0   4  21  15   0]
 [  0   0   0   2   1   0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'minkowski'), ('n_neighbors', 11)])","('fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates')",8,0.003396399999999744,0.00035044656250002857,1434.9453125,0.25090379901960785,0.5155289306104524,0.5065999999999999,0.5375,0.680247064040434,"[[ 0  0  1  0  1  0]
 [ 0  0  9  2  0  0]
 [ 0  0 97 37  2  0]
 [ 0  1 56 63  8  0]
 [ 0  0  6 22 12  0]
 [ 0  0  1  1  1  0]]"
