algorithm,params,features,n_features,train_time,predict_time,mem_max,balanced_accuracy,f1_weighted,precision_weighted,recall_weighted,roc_auc_ovr_weighted,confusion_matrix
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'euclidean', 'n_neighbors': 3}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0032068999999985692,0.0002873493750000011,1419.359375,0.2642156862745098,0.5426072456055411,0.5405279625072001,0.55625,0.7183926853461953,"[[  0   1   1   0   0   0]
 [  0   0   8   3   0   0]
 [  1   5 100  29   1   0]
 [  0   2  51  64  11   0]
 [  0   1   9  16  14   0]
 [  0   0   0   1   2   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'euclidean', 'n_neighbors': 11}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0030479999999997176,0.0003092393750000033,1419.82421875,0.2605238970588235,0.5438699423935645,0.5384251568844591,0.56875,0.7505094307713756,"[[  0   0   2   0   0   0]
 [  0   0   8   3   0   0]
 [  0   0 104  30   2   0]
 [  0   0  54  67   7   0]
 [  0   2   4  23  11   0]
 [  0   0   0   3   0   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'euclidean', 'n_neighbors': 17}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0031324999999995384,0.000299373125000002,1419.9609375,0.2631280637254902,0.5486264715078274,0.543055443953395,0.575,0.7418090185720544,"[[  0   0   2   0   0   0]
 [  0   0   8   3   0   0]
 [  0   0 104  30   2   0]
 [  0   0  53  69   6   0]
 [  0   0   3  26  11   0]
 [  0   0   0   3   0   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'manhattan', 'n_neighbors': 3}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003036399999999162,0.00032556875000000485,1419.95703125,0.2665594362745098,0.5567785168471667,0.5519424111473675,0.56875,0.7240474100949197,"[[  0   1   0   1   0   0]
 [  0   0   9   2   0   0]
 [  1   6 100  27   2   0]
 [  0   3  45  69  11   0]
 [  0   0   7  20  13   0]
 [  0   0   0   0   3   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'manhattan', 'n_neighbors': 11}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003135900000003744,0.0003302287499999945,1420.12109375,0.2734987745098039,0.5670040322580645,0.5558013001695874,0.59375,0.7404981809741317,"[[  0   0   2   0   0   0]
 [  0   0   9   2   0   0]
 [  0   0 108  26   2   0]
 [  0   0  49  70   9   0]
 [  0   0   6  22  12   0]
 [  0   0   0   2   1   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'manhattan', 'n_neighbors': 17}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003056999999998311,0.0003410159374999999,1419.9140625,0.2665441176470588,0.5619889259719768,0.5531368019284854,0.590625,0.7456459317804744,"[[  0   0   1   1   0   0]
 [  0   0   9   2   0   0]
 [  0   0 107  27   2   0]
 [  0   0  50  72   6   0]
 [  0   0   3  27  10   0]
 [  0   0   0   2   1   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'minkowski', 'n_neighbors': 3}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003170999999994706,0.0002837162500000101,1419.953125,0.2642156862745098,0.5426072456055411,0.5405279625072001,0.55625,0.7183926853461953,"[[  0   1   1   0   0   0]
 [  0   0   8   3   0   0]
 [  1   5 100  29   1   0]
 [  0   2  51  64  11   0]
 [  0   1   9  16  14   0]
 [  0   0   0   1   2   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'minkowski', 'n_neighbors': 11}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0030876000000006343,0.00029723093750000373,1420.0234375,0.2605238970588235,0.5438699423935645,0.5384251568844591,0.56875,0.7505094307713756,"[[  0   0   2   0   0   0]
 [  0   0   8   3   0   0]
 [  0   0 104  30   2   0]
 [  0   0  54  67   7   0]
 [  0   2   4  23  11   0]
 [  0   0   0   3   0   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'minkowski', 'n_neighbors': 17}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003021700000005012,0.00029430906249998666,1420.08203125,0.2631280637254902,0.5486264715078274,0.543055443953395,0.575,0.7418090185720544,"[[  0   0   2   0   0   0]
 [  0   0   8   3   0   0]
 [  0   0 104  30   2   0]
 [  0   0  53  69   6   0]
 [  0   0   3  26  11   0]
 [  0   0   0   3   0   0]]"
GaussianNB(),{'priors': None},"('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0018608999999969456,3.053968749999747e-05,1420.1015625,0.3677199383541296,0.5779529346947794,0.588209275155363,0.5875,0.7667171101251806,"[[  0   1   0   1   0   0]
 [  1   1   8   1   0   0]
 [  0   3 107  22   4   0]
 [  0   5  48  57  18   0]
 [  0   2   4  12  22   0]
 [  0   0   0   1   1   1]]"
