algorithm,params,features,n_features,train_time,predict_time,mem_max,balanced_accuracy,f1_weighted,precision_weighted,recall_weighted,roc_auc_ovr_weighted,confusion_matrix
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'euclidean', 'n_neighbors': 3}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0032209999999999184,0.00029809218749999867,1423.04296875,0.39033394607843136,0.590689019508701,0.5866274865546653,0.6,0.7465419891151344,"[[ 1  0  1  0  0  0]
 [ 0  0  8  3  0  0]
 [ 1  0 99 33  3  0]
 [ 0  4 40 69 14  1]
 [ 1  1  9  5 23  1]
 [ 0  0  0  2  1  0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'euclidean', 'n_neighbors': 11}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003503100000003201,0.00031446562500000443,1423.08984375,0.28768382352941174,0.58459744788103,0.571641884685363,0.60625,0.7419888737034395,"[[  0   0   2   0   0   0]
 [  0   0  10   1   0   0]
 [  0   0 103  32   1   0]
 [  0   0  42  76  10   0]
 [  0   0   3  22  15   0]
 [  0   0   1   1   1   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'euclidean', 'n_neighbors': 17}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0034738999999994746,0.00031279625000000253,1423.453125,0.2946078431372549,0.5959721515353195,0.5811540171836042,0.615625,0.7636975203519651,"[[  0   0   2   0   0   0]
 [  0   0   9   2   0   0]
 [  0   0 101  33   2   0]
 [  0   0  37  80  11   0]
 [  0   0   2  22  16   0]
 [  0   0   0   2   1   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'manhattan', 'n_neighbors': 3}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0033010999999980584,0.000325778124999998,1423.46875,0.3024064171122995,0.5582313745057252,0.5559560384239765,0.565625,0.7251323496301181,"[[ 0  0  2  0  0  0]
 [ 0  1  6  4  0  0]
 [ 1  4 95 34  2  0]
 [ 0  2 48 64 13  1]
 [ 1  0  7 10 21  1]
 [ 0  0  0  2  1  0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'manhattan', 'n_neighbors': 11}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0034678000000027964,0.00031918718750000296,1423.41015625,0.3167279411764706,0.635345100105374,0.6190887237762237,0.65625,0.7649063418678088,"[[  0   0   2   0   0   0]
 [  0   0   7   4   0   0]
 [  0   0 108  25   3   0]
 [  0   0  35  84   9   0]
 [  0   0   4  18  18   0]
 [  0   0   0   1   2   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'manhattan', 'n_neighbors': 17}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003900600000001475,0.0003320584374999935,1423.44140625,0.3025582107843137,0.6009385467732262,0.587056251354688,0.621875,0.7598947859552113,"[[  0   0   2   0   0   0]
 [  0   0   8   3   0   0]
 [  0   0 106  28   2   0]
 [  0   0  43  75  10   0]
 [  0   0   4  18  18   0]
 [  0   0   0   2   1   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'minkowski', 'n_neighbors': 3}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0032399000000005174,0.0002947996874999914,1423.17578125,0.39033394607843136,0.590689019508701,0.5866274865546653,0.6,0.7465419891151344,"[[ 1  0  1  0  0  0]
 [ 0  0  8  3  0  0]
 [ 1  0 99 33  3  0]
 [ 0  4 40 69 14  1]
 [ 1  1  9  5 23  1]
 [ 0  0  0  2  1  0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'minkowski', 'n_neighbors': 11}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0030548000000010234,0.0003291365624999987,1423.67578125,0.28768382352941174,0.58459744788103,0.571641884685363,0.60625,0.7419888737034395,"[[  0   0   2   0   0   0]
 [  0   0  10   1   0   0]
 [  0   0 103  32   1   0]
 [  0   0  42  76  10   0]
 [  0   0   3  22  15   0]
 [  0   0   1   1   1   0]]"
"KNeighborsClassifier(n_jobs=-1, n_neighbors=17)","{'metric': 'minkowski', 'n_neighbors': 17}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0032759999999996126,0.0003253259375000095,1423.7421875,0.2946078431372549,0.5959721515353195,0.5811540171836042,0.615625,0.7636975203519651,"[[  0   0   2   0   0   0]
 [  0   0   9   2   0   0]
 [  0   0 101  33   2   0]
 [  0   0  37  80  11   0]
 [  0   0   2  22  16   0]
 [  0   0   0   2   1   0]]"
GaussianNB(),{'priors': None},"('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0018523999999970897,3.208812500001823e-05,1423.5625,0.3244499220142602,0.6084590908805846,0.6190604326837117,0.60625,0.7411032427834574,"[[  0   1   1   0   0   0]
 [  0   1   9   1   0   0]
 [  0   5 103  23   4   1]
 [  0   9  26  67  26   0]
 [  0   1   2  14  23   0]
 [  0   0   0   0   3   0]]"
