algorithm,params,features,n_features,train_time,predict_time,mem_max,balanced_accuracy,f1_weighted,precision_weighted,recall_weighted,roc_auc_ovr_weighted,confusion_matrix
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'minkowski'), ('n_neighbors', 11)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0034185000000022114,0.00033770531250001403,1432.1953125,0.2678308823529412,0.5585875114285008,0.5472448979591836,0.578125,0.7333404803338817,"[[ 0  1  1  0  0  0]
 [ 0  0  5  6  0  0]
 [ 0  0 97 37  2  0]
 [ 0  0 42 76 10  0]
 [ 0  0  2 26 12  0]
 [ 0  0  0  2  1  0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'minkowski'), ('n_neighbors', 3)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0035397999999986496,0.000320637812500002,1432.2734375,0.28409926470588237,0.5697491625020594,0.5665601350641161,0.575,0.7405570156585994,"[[ 0  0  1  1  0  0]
 [ 0  0  5  6  0  0]
 [ 0  4 92 35  5  0]
 [ 0  6 40 74  8  0]
 [ 0  0  4 16 18  2]
 [ 0  0  0  2  1  0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'manhattan'), ('n_neighbors', 11)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003635500000001457,0.00036332437499999595,1432.20703125,0.2670955882352941,0.5498137337737153,0.5397460237197758,0.56875,0.730035192743707,"[[ 0  0  2  0  0  0]
 [ 0  0  6  5  0  0]
 [ 0  0 93 40  3  0]
 [ 0  0 44 76  8  0]
 [ 0  0  1 26 13  0]
 [ 0  0  0  2  1  0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'minkowski'), ('n_neighbors', 17)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003551500000000374,0.00035008468749999635,1431.82421875,0.2689031862745098,0.5596937368529066,0.5478855377236672,0.58125,0.734314361139632,"[[  0   1   1   0   0   0]
 [  0   0   7   4   0   0]
 [  0   0 100  34   2   0]
 [  0   0  46  74   8   0]
 [  0   0   2  26  12   0]
 [  0   0   0   1   2   0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'euclidean'), ('n_neighbors', 11)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0036336000000005697,0.00032959906249998563,1432.01171875,0.2678308823529412,0.5585875114285008,0.5472448979591836,0.578125,0.7333404803338817,"[[ 0  1  1  0  0  0]
 [ 0  0  5  6  0  0]
 [ 0  0 97 37  2  0]
 [ 0  0 42 76 10  0]
 [ 0  0  2 26 12  0]
 [ 0  0  0  2  1  0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'manhattan'), ('n_neighbors', 3)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0039913000000026955,0.0003422743750000068,1432.51171875,0.29084085338680926,0.5727812893253843,0.5789442513342161,0.571875,0.7411894784368258,"[[ 0  0  2  0  0  0]
 [ 0  1  4  6  0  0]
 [ 0 10 93 32  1  0]
 [ 1  6 39 73  9  0]
 [ 0  1  4 17 16  2]
 [ 0  0  0  2  1  0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'euclidean'), ('n_neighbors', 3)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0038022999999967055,0.00033556031250001615,1432.0625,0.28409926470588237,0.5697491625020594,0.5665601350641161,0.575,0.7405570156585994,"[[ 0  0  1  1  0  0]
 [ 0  0  5  6  0  0]
 [ 0  4 92 35  5  0]
 [ 0  6 40 74  8  0]
 [ 0  0  4 16 18  2]
 [ 0  0  0  2  1  0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'euclidean'), ('n_neighbors', 17)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.00339360000000255,0.0003423518749999799,1432.4375,0.2689031862745098,0.5596937368529066,0.5478855377236672,0.58125,0.734314361139632,"[[  0   1   1   0   0   0]
 [  0   0   7   4   0   0]
 [  0   0 100  34   2   0]
 [  0   0  46  74   8   0]
 [  0   0   2  26  12   0]
 [  0   0   0   1   2   0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'manhattan'), ('n_neighbors', 17)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0032777999999993312,0.000373430624999993,1432.4609375,0.2745251225490196,0.5674807755259093,0.5606503550427618,0.5875,0.7415119957165072,"[[ 0  1  1  0  0  0]
 [ 0  0  5  6  0  0]
 [ 0  0 98 35  3  0]
 [ 0  0 46 77  5  0]
 [ 0  0  1 26 13  0]
 [ 0  0  0  2  1  0]]"
"KNeighborsClassifier(metric='euclidean', n_jobs=-1, n_neighbors=17)","OrderedDict([('metric', 'minkowski'), ('n_neighbors', 11)])","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'pH', 'sulphates', 'alcohol')",9,0.004902199999989421,0.0003285118750000038,1433.80859375,0.2725643382352941,0.5576048324621169,0.5460451110061408,0.575,0.7211376980192813,"[[ 0  1  1  0  0  0]
 [ 0  0  7  4  0  0]
 [ 0  0 93 38  5  0]
 [ 0  0 43 77  8  0]
 [ 0  0  1 25 14  0]
 [ 0  0  0  2  1  0]]"
