algorithm,params,features,n_features,train_time,predict_time,mem_max,balanced_accuracy,f1_weighted,precision_weighted,recall_weighted,roc_auc_ovr_weighted,confusion_matrix
<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,"{'metric': 'euclidean', 'n_jobs': -1, 'n_neighbors': 3}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003607800000001049,0.00033218968749999523,1421.734375,0.2975504122103387,0.5852801882460974,0.5821394664252094,0.596875,0.739009883385775,"[[  0   0   2   0   0   0]
 [  1   1   5   3   1   0]
 [  1   2 104  26   3   0]
 [  0   4  41  71  12   0]
 [  0   0  12  12  15   1]
 [  0   0   0   2   1   0]]"
<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,"{'metric': 'euclidean', 'n_jobs': -1, 'n_neighbors': 11}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003819899999999876,0.00033015562500000596,1421.64453125,0.26591605392156864,0.5516233130072854,0.5396317409919661,0.575,0.7328350555899902,"[[  0   1   1   0   0   0]
 [  0   0   6   4   1   0]
 [  0   0 105  29   2   0]
 [  0   0  51  67  10   0]
 [  0   1   6  21  12   0]
 [  0   0   0   2   1   0]]"
<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,"{'metric': 'euclidean', 'n_jobs': -1, 'n_neighbors': 17}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0035282999999992626,0.0003574681250000045,1421.8515625,0.25461090686274507,0.5470850281238068,0.5343285472873442,0.575,0.7413663745788241,"[[  0   1   1   0   0   0]
 [  0   0   7   3   1   0]
 [  0   0 103  31   2   0]
 [  0   0  48  73   7   0]
 [  0   0   4  28   8   0]
 [  0   0   0   2   1   0]]"
<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,"{'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 3}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.004482299999999384,0.0003551406250000055,1422.12109375,0.2854946524064171,0.5611865012398403,0.5589333049429203,0.575,0.724391568059825,"[[  0   0   2   0   0   0]
 [  1   1   5   3   1   0]
 [  0   1 105  29   1   0]
 [  0   6  45  64  13   0]
 [  0   1  12  12  14   1]
 [  0   0   0   2   1   0]]"
<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,"{'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 11}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0034519000000017286,0.0003668706250000042,1422.40625,0.2602941176470588,0.541719322286309,0.5274025510587377,0.56875,0.7262899976950784,"[[  0   0   2   0   0   0]
 [  0   0   8   2   1   0]
 [  0   0 107  28   1   0]
 [  0   0  52  64  12   0]
 [  0   0   5  24  11   0]
 [  0   0   0   1   2   0]]"
<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,"{'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 17}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0034103999999999246,0.0003600100000000106,1422.2109375,0.24906556372549019,0.5394791987673343,0.5243883561126632,0.56875,0.7393497283028171,"[[  0   1   1   0   0   0]
 [  0   0   6   4   1   0]
 [  0   0 104  30   2   0]
 [  0   0  49  71   8   0]
 [  0   0   4  29   7   0]
 [  0   0   0   2   1   0]]"
<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,"{'metric': 'minkowski', 'n_jobs': -1, 'n_neighbors': 3}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003757700000001307,0.00031856656250000003,1421.91015625,0.2975504122103387,0.5852801882460974,0.5821394664252094,0.596875,0.739009883385775,"[[  0   0   2   0   0   0]
 [  1   1   5   3   1   0]
 [  1   2 104  26   3   0]
 [  0   4  41  71  12   0]
 [  0   0  12  12  15   1]
 [  0   0   0   2   1   0]]"
<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,"{'metric': 'minkowski', 'n_jobs': -1, 'n_neighbors': 11}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.0036415000000005193,0.0003680899999999987,1422.22265625,0.26591605392156864,0.5516233130072854,0.5396317409919661,0.575,0.7328350555899902,"[[  0   1   1   0   0   0]
 [  0   0   6   4   1   0]
 [  0   0 105  29   2   0]
 [  0   0  51  67  10   0]
 [  0   1   6  21  12   0]
 [  0   0   0   2   1   0]]"
<class 'sklearn.neighbors._classification.KNeighborsClassifier'>,"{'metric': 'minkowski', 'n_jobs': -1, 'n_neighbors': 17}","('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.003372800000001064,0.0003610378125000091,1422.3046875,0.25461090686274507,0.5470850281238068,0.5343285472873442,0.575,0.7413663745788241,"[[  0   1   1   0   0   0]
 [  0   0   7   3   1   0]
 [  0   0 103  31   2   0]
 [  0   0  48  73   7   0]
 [  0   0   4  28   8   0]
 [  0   0   0   2   1   0]]"
<class 'sklearn.naive_bayes.GaussianNB'>,{'priors': None},"('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.002050199999999336,3.6211250000017794e-05,1422.55078125,0.3536625445632799,0.5319605482794042,0.5303919602832647,0.540625,0.7049993837187393,"[[ 1  0  0  1  0  0]
 [ 0  1  7  2  1  0]
 [ 1  5 99 27  4  0]
 [ 0  3 50 58 16  1]
 [ 0  0  5 19 14  2]
 [ 0  0  0  1  2  0]]"
<class 'sklearn.naive_bayes.MultinomialNB'>,{'alpha': 1.0},"('fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol')",11,0.002340699999997753,3.878999999999966e-05,1423.453125,0.20672487745098037,0.4433625201288244,0.42077782131661434,0.51875,0.6871510465676255,"[[  0   0   2   0   0   0]
 [  0   0  10   1   0   0]
 [  0   0 123  13   0   0]
 [  0   0  85  43   0   0]
 [  0   0  12  28   0   0]
 [  0   0   0   3   0   0]]"
